Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2
MNG,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",SPM,"₹10,00,000*","₹35,000",0,₹0,1120,111798(1),,153788(2),124700(1),,,,160310(2),,,,
AIQ,EWS,Maharashtra,"Govt Med Coll, Gondia",SPM,"₹1,57,100*","₹93,559",1,"₹50,00,000",500,,,160452(1),,,,,,,,,
AIQ,OBC,Uttar Pradesh,"LLRM Med Coll, Meerut",ANATOMY,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",1090,,,145685(1),,,106093(1),114807(1),160523(1),,,,
AIQ,GEN,Maharashtra,"Govt Med Coll, Nanded",ANATOMY,"₹1,57,100*","₹93,559",1,"₹50,00,000",750,70865(1),70751(1),117661(1),160538(1),,,,,,,,
AFMS,AFMS-Priority III,Maharashtra,"AFMC, Pune",ANATOMY,"₹1,57,100*","₹93,559",5*,"₹59,00,000*",1082,,,,,,,,160551(1),,,,
AIQ,OBC,Andhra Pradesh,"Guntur Med Coll, Guntur",PHYSIOLOGY,"₹30,000*","₹60,823",0*,₹0*,1170,104559(1),,113659(1),160601(1),,,,,,,,
AIQ,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",ANATOMY,"₹1,57,100*","₹93,559",1,"₹50,00,000",822,,51443(1),51443(1),,,83263(1),125781(1),160615(1),,,,
AIQ,OBC,Maharashtra,"Shri VR Naik Govt, Yavatmal",MICROBIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",756,85693(1),,137236(1),139304(1),160729(1),66559(1),85063(1),88924(1),,,,
AIQ,OBC-PwD,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,"₹50,000*","₹54,025*",2*,"₹40,00,000*",7285,,,160754(1),,,,,,,,,
AIQ,OBC-PwD,West Bengal,Malda Med Coll,PAEDIATRICS,"₹12,000*","₹61,634",3*,"₹30,00,000*",Info Not Available,,,160776(1),,,,,,,,,
AIQ,ST,Gujarat,"PDU Med Coll, Rajkot",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,98694(1),119165(1),119165(1),160791(1),123137(1),81387(1),98237(1),135224(1),138805(1),,,
AIQ,OBC,West Bengal,Burdwan Medical College,FORENSIC MEDICINE,"₹12,000*","₹61,634",3*,"₹30,00,000*",1099,,,,,,63147(1),93355(1),106436(1),132912(1),160799(1),,
AIQ,ST,Bihar,"Darbhanga, Lehriasarai",DA,"₹9,000*","₹82,000",2*,"₹25,00,000*",1030,,,,,,111522(1),102274(1),107555(1),112167(1),161043(1),,
AIQ,GEN-PwD,Karnataka,"Bangalore Med Coll, Bangalore",ANAESTHESIOLOGY,"₹1,23,400*","₹56,250",1*,"₹50,00,000*",1993,,,,,,,,161059(1),,,,
AIQ,GEN-PwD,Telangana,"NIMS, Hyderabad",ORTHOPAEDICS,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,,,,,,,,161132(1),,,,
AIQ,ST,Telangana,"ESIC Med Coll,Sanath Nagar",PHYSIOLOGY,"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,,,,,,128570(1),,161265(1),,,,
AIQ,SC,West Bengal,Burdwan Medical College,ANATOMY,"₹12,000*","₹61,634",3*,"₹30,00,000*",1099,,,,,,122900(1),,161322(1),,,,
AIQ,EWS,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",SPM,"₹30,000*","₹60,823",0*,₹0*,1450,61155(1),65552(1),114177(1),113098(1),161386(1),,,,,,,
AIQ,OBC-PwD,Delhi,"ESI, Basaidarpur, Delhi",GENERAL SURGERY,"₹2,50,000*","₹1,30,846*",2*,"₹10,00,000*",600,,,,,,,,161402(1),,,,
AIQ,GEN,Madhya Pradesh,"Govt Med Coll, Datia",PHYSIOLOGY,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",540,,,,144675(1),158772(1),95838(1),,140363(1),152676(2),161567(2),,
AIQ,SC,Jharkhand,"Rajendra IMS, Ranchi",BIOCHEMISTRY,"₹1,550","₹1,00,770*",3*,"₹30,00,000*",1754,,,150808(1),161575(1),,,,,,,,
AIQ,ST,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MICROBIOLOGY,"₹30,000*","₹60,823",0*,₹0*,500,112232(1),,161582(1),,,,,,,,,
AIQ,GEN,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",ANATOMY,"₹1,57,100*","₹93,559",1,"₹50,00,000",665,,,,,,,,97294(1),161626(2),,,
AIQ,EWS,Maharashtra,"Govt Med Coll, Baramati",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",310,,,,,,,,161679(1),,,,
AIQ,GEN,Karnataka,"Shimoga IMS, Shimoga",PHYSIOLOGY,"₹40,900*","₹56,250",1*,"₹50,00,000*",950,71164(1),,135814(1),127971(1),161691(1),,,,,,,
DNB Post MBBS,SC,Jammu and Kashmir,"Govt Med Coll Hosp, Jammu",DNBBIOCHEMISTRY,"₹1,25,000","₹59,500",0,₹0,2663,,,,,,117647(1),127177(1),161712(1),,,,
AIQ,OBC,Rajasthan,"Jhalawar Med Coll, Jhalawar",ANATOMY,"₹89,489*","₹87,216*",2,"₹25,00,000",Info Not Available,,,,,,120390(1),,161737(1),146551(1),,,
MNG,GEN,Pondicherry,"SLIMS, Pondicherry",SPM,"₹8,00,000*",₹0*,0,₹0,1230,112013(1),,155659(5),,,,,161926(5),129794(1),,,
AIQ,SC,Odisha,"SCB, Cuttack",PHYSIOLOGY,"₹35,000*","₹91,042*",2*,"₹68,05,464*",2106,,,,,,91782(1),113423(1),161996(1),,,,
NBE Diploma,ST,West Bengal,"DiamondHarbour(Gov),Harindanga",DO(NBEMS),"₹1,25,000","₹61,634",0,₹0,726,,,,,,116152(1),,135990(1),162029(1),,,
AIQ,ST,Uttar Pradesh,"Govt Med Coll, Firozobad",ANATOMY,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",517,,,,,,,,162095(1),,,,
AIQ,SC,Telangana,"Govt Med Coll, Suryapet",MICROBIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",580,,,,,,82901(1),82901(1),109605(2),162124(1),,,
AIQ,EWS,Karnataka,"Gulbarga IMS, Gulbarga",FORENSIC MEDICINE,"₹68,400*","₹56,250",1*,"₹50,00,000*",873,,,,,,,,162381(1),,,,
AIQ,OBC,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ANATOMY,"₹30,000*","₹60,823",0*,₹0*,1150,106738(1),119089(1),162381(1),,,,,,,,,
AIQ,EWS,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PHARMACOLOGY,"₹30,000*","₹60,823",0*,₹0*,715,,,,,,77083(1),,162499(1),,,,
NRI,GEN,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",GENERAL SURGERY,"₹77,40,000*","₹56,010",0,₹0,800,,,162570(2),130433(1),,125791(3),125791(2),125791(3),,,,
AIQ,ST,Jammu and Kashmir,"Govt Med Coll, Jammu",SPM,"₹25,000*","₹63,240",0*,₹0*,2663,105299(1),,159390(1),162609(1),,,,,,,,
AIQ,GEN,Maharashtra,"Govt Med Coll, Akola",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",946,77923(1),,127696(1),162642(1),,,,,,,,
AIQ,GEN,Maharashtra,"HBT & RN Cooper, Mumbai",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",940,,,125882(2),162669(1),,68678(1),68678(1),68678(1),,,,
AIQ,EWS,Maharashtra,"Govt Med Coll, Nagpur",FORENSIC MEDICINE,"₹1,57,100*","₹93,559",1,"₹50,00,000",1866,73859(1),,162690(1),,,73367(1),87870(1),102614(1),,,,
AIQ,OBC,Haryana,"BPS Govt Med Coll, Sonepat",ANATOMY,"₹1,25,000*","₹1,04,346*",0*,₹0*,506,104377(1),53717(1),149519(1),,,102313(1),102313(1),137349(1),129272(1),162802(1),,
AIQ,OBC-PwD,Rajasthan,"Govt Med Coll, Kota",PSYCHIATRY,"₹14,093*","₹87,216*",2,"₹1,00,00,000",2581,,,162855(1),,,,,,,,,
AIQ,SC,West Bengal,"RG Kar Med Coll, Kolkata",FORENSIC MEDICINE,"₹12,000*","₹61,634",3*,"₹30,00,000*",1663,,,,,,101484(1),119176(1),127221(2),162859(2),,,
AIQ,EWS,West Bengal,"College of Med & JNM, Kalyani",SPM,"₹12,000*","₹61,634",3*,"₹30,00,000*",450,95179(1),,148689(1),162893(1),,,,,,,,
AIQ,EWS,Chhattisgarh,"CIMS, Bilaspur",MICROBIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,,,162899(1),,,,,,,,,
AIQ,GEN,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",PHYSIOLOGY,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",750,,,,,,,,,155007(1),162950(1),,
AIQ,SC-PwD,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1661,,,163000(1),,,,,,,,,
AIQ,SC,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",ANATOMY,"₹30,000*","₹60,823",0*,₹0*,532,,,,,,123610(1),,163081(1),,,,
AIQ,SC,Andhra Pradesh,"SVIMS, Tirupati",PHARMACOLOGY,"₹1,75,000*","₹96,951",1*,"₹40,00,000*",1257,,,,163306(1),,,,,,,,
AIQ,GEN-PwD,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",750,,,,,,,,163317(1),,,,
DU,GEN,Delhi,"GB Pant IPGMER, Delhi",BIOCHEMISTRY,"₹16,200*","₹1,26,927*",1,"₹20,00,000",714,,,163472(1),,,98098(1),98098(1),98098(1),,,,
AIQ,GEN-PwD,Odisha,"PGIMER&CapitalHosp,Bhubaneswar",ORTHOPAEDICS,"₹35,000*","₹73,042",2*,"₹55,09,464*",760,,,163498(1),,,,,,,,,
AIQ,OBC,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",BIOCHEMISTRY,"₹20,000*","₹67,500",2*,"₹50,00,000*",650,,,153957(1),,,101661(1),108404(1),122636(1),163708(1),,,
NBE Diploma,OBC-PwD,Rajasthan,"Govt DB Dist Hosp, Churu",DMRD(NBEMS),"₹1,25,000","₹62,388",0,₹0,Info Not Available,,,,,,,,163722(1),,,,
AIQ,SC,Rajasthan,"Govt Med Coll, Churu",SPM,"₹89,489*","₹87,216*",2,"₹25,00,000",Info Not Available,,,,,,74571(1),90869(1),89229(1),114003(1),163882(1),,
AIQ,OBC,Maharashtra,"Govt Med Coll, Baramati",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",310,,,163909(1),,,,,,,,,
NRI,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",ORTHOPAEDICS,"₹68,80,000*","₹35,000",0,₹0,1120,,,163945(2),,,128761(1),,125569(2),,,,
NRI,GEN,Andhra Pradesh,"GITAM IMS, Vizag",GENERAL SURGERY,"₹1,11,80,000*","₹44,075",0,₹0,780,,,164021(1),138122(1),,,,133145(1),,,,
AIQ,ST,Odisha,"SCB, Cuttack",MICROBIOLOGY,"₹35,000*","₹91,042*",2*,"₹68,05,464*",2106,99826(1),,164055(1),,,,,,,,,
AIQ,GEN,West Bengal,Bankura Sammilani Med Coll,PHYSIOLOGY,"₹12,000*","₹61,634",3*,"₹30,00,000*",1441,76597(1),69670(1),126802(1),154496(1),164111(1),,,,,,,
MNG,GEN,Delhi,"Hamdard Institute, Delhi",MICROBIOLOGY,-,-,-,-,710,,,164205(2),,,129030(2),68613(1),134744(2),,,,
AIQ,ST,Himachal Pradesh,"RPG, Tanda",MICROBIOLOGY,"₹24,000*","₹40,000*",2*,"₹40,00,000*",828,102977(1),,164281(1),,,,,,,,,
AIQ,EWS,Uttar Pradesh,"Dr RML IMS, Lucknow",ANATOMY,"₹35,000*","₹1,26,726",2*,"₹40,00,000*",1368,,,164370(1),,,,,162542(1),,,,
NRI,GEN,Haryana,"MMIMS, Mullana, Ambala",OPHTHALMOLOGY,"₹68,80,000*","₹56,100",1*,"₹10,00,000*",940,,,164382(1),136070(1),150961(1),78348(1),78348(1),78348(1),,,,
AIQ,SC,Odisha,"MKCG, Berhampur",PHYSIOLOGY,"₹35,000*","₹91,042*",2*,"₹68,05,464*",1140,,,164405(1),,,,,,,,,
AIQ,ST,Madhya Pradesh,"MGM Med Coll, Indore",PHYSIOLOGY,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1300,,,164513(1),,,,,,,,,
AIQ,GEN-PwD,Tamil Nadu,"Stanley Med Coll, Chennai",OBG,"₹50,000*","₹54,025*",2*,"₹40,00,000*",1661,,,164606(1),,,,,,,,,
AIQ,EWS,Maharashtra,"Seth GS, Mumbai",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",2250,92358(1),,132412(1),164679(1),,,,164760(1),,,,
AIQ,GEN,Karnataka,"Koppal Inst of MS, Koppal",BIOCHEMISTRY,"₹40,900*","₹56,250",1*,"₹50,00,000*",Info Not Available,,,,,,,,129172(2),135154(2),164824(2),,
NBE Diploma,ST,Rajasthan,"Govt General Hosp, Madhopur",DFAM(NBEMS),"₹1,25,000","₹62,388",0,₹0,Info Not Available,,,157640(1),164875(1),160959(1),,,,,,,
AIQ,GEN,Madhya Pradesh,"Govt Med Coll, Ratlam",ANATOMY,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",300,,,,,,,,160114(1),165142(1),136512(1),,
AIQ,EWS,Assam,"Gauhati Med Coll, Guwahati",SPM,"₹27,300*","₹55,200*",2*,"₹20,00,000*",2185,96113(1),,159283(1),,,98262(1),,51314(1),165197(1),,,
AIQ,GEN,Maharashtra,"MGIMS, Wardha",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",1000,87610(1),,120229(1),165533(1),162064(1),,,,,,,
AIQ,SC,Madhya Pradesh,"SSMC, Rewa",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1140,,,,,,83085(1),106328(1),125724(2),150906(1),165672(1),,
AIQ,OBC,Maharashtra,"Govt Med Coll, Gondia",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",500,,,165704(1),,,117183(1),,154497(1),,,,
AIQ,GEN-PwD,Chandigarh,"GMC, Chandigarh",GENERAL SURGERY,"₹34,500*","₹1,09,926*",0,₹0,967,,,165796(1),,,,,,,,,
AIQ,GEN,West Bengal,"NBMC, Darjeeling",PHYSIOLOGY,"₹12,000*","₹61,634",3*,"₹30,00,000*",843,84579(1),,132975(1),127896(1),165889(1),,,139872(1),147583(1),,,
AIQ,EWS-PwD,Delhi,"VMMC, Delhi",PATHOLOGY,"₹15,000*","₹1,20,965*",1,"₹20,00,000",1550,,,,,,,,165920(1),,,,
AIQ,EWS,Bihar,"AN Magadh, Gaya",BIOCHEMISTRY,"₹9,000*","₹82,000",2*,"₹25,00,000*",425,,,,,,,,166022(1),,,,
AIQ,GEN-PwD,Punjab,"Guru Govind Singh, Faridkot",RADIATION ONCOLOGY,"₹1,25,000*","₹76,000*",2*,"₹20,00,000*",1025,,,166033(1),,,,,,,,,
AIQ,ST,Telangana,"Kakatiya Med Coll, Warangal",SPM,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,72472(1),128426(1),95164(1),166048(1),,,
AIQ,ST,Karnataka,"VIMS, Bellary",PHYSIOLOGY,"₹40,900*","₹56,250",1*,"₹50,00,000*",1295,,,,,,,,166226(1),,,,
AIQ,SC,West Bengal,"IPGMER, Kolkata",ANATOMY,"₹12,000*","₹61,634",3*,"₹30,00,000*",2300,98335(1),,166331(1),,,,,,,,,
AIQ,GEN,Maharashtra,"Govt Med Coll, Miraj",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",725,,,135297(1),155549(1),166396(1),,,,,,,
AIQ,ST,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",FORENSIC MEDICINE,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",460,,,,,,105007(1),,132402(1),166552(1),,,
AIQ,ST,Bihar,"IGIMS, Patna",MICROBIOLOGY,"₹1,60,000*","₹1,22,878*",0,₹0,1170,,,,,,,,166559(1),,,,
IP,OBC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MICROBIOLOGY,"₹51,000","₹1,36,008",1,"₹20,00,000",1626,,,,,,,,166658(1),,,,
AIQ,OBC-PwD,Tamil Nadu,"Madurai Med Coll, Madurai",ORTHOPAEDICS,"₹50,000*","₹54,025*",2*,"₹40,00,000*",3518,,,166685(1),,,,,,,,,
AIQ,GEN-PwD,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",OPHTHALMOLOGY,"₹30,000*","₹60,823",0*,₹0*,1450,,,166772(1),,,,,,,,,
MNG,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",PHARMACOLOGY,"₹7,00,000*","₹35,000",0,₹0,1120,,,161579(1),,,80205(1),,167189(1),,,,
MNG,GEN,Maharashtra,"Rural Med Coll, LONI",SPM,"₹6,70,000*","₹76,429",0*,₹0*,1275,,,137769(1),167444(1),,,,128868(1),,,,
AIQ,ST,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",PHARMACOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",665,,,167482(1),,,,,,,,,
MNG,GEN,Maharashtra,"Rural Med Coll, LONI",ANATOMY,"₹6,70,000*","₹76,429",0*,₹0*,1275,,,,167568(1),,,,,,,,
AIQ,ST,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MICROBIOLOGY,"₹30,000*","₹60,823",0*,₹0*,1450,,,148068(1),167696(1),,,,,,,,
AIQ,SC-PwD,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,"₹1,57,100*","₹93,559",1,"₹50,00,000",2250,,,,,,,,167755(1),,,,
MNG,GEN,Telangana,"Malla Reddy(Women), Hyderabad",ANATOMY,"₹1,00,000*","₹45,000",1,"₹15,00,000",1050,,,,,,,,167773(2),144094(1),,,
AIQ,GEN,Maharashtra,"SRTT, Ambajogai",PHYSIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",518,81303(1),,148159(1),162882(1),,79417(1),94896(1),98957(1),167788(1),,,
AIQ,OBC,Jharkhand,"MGM Med Coll, Jamshedpur",PHYSIOLOGY,"₹1,550","₹54,500",3*,"₹30,00,000*",540,63835(1),63835(1),126968(1),136425(1),167849(1),,,,,,,
AIQ,EWS,Rajasthan,"RUHS, Jaipur",ANATOMY,"₹89,489*","₹87,216*",2,"₹25,00,000",300,,,,,,,,167861(1),,,,
AIQ,SC-PwD,Andhra Pradesh,"SV Med Coll, Tirupati",PAEDIATRICS,"₹30,000*","₹60,823",0*,₹0*,940,,,168058(1),,,,,,,,,
AIQ,ST,Jammu and Kashmir,"Govt Med Coll, Srinagar",ANATOMY,"₹32,500*","₹63,240",0*,₹0*,3120,,,,,,,,168162(1),,,,
AIQ,GEN-PwD,Uttar Pradesh,"BRD Med Coll, Gorakhpur",GENERAL SURGERY,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",1050,,,,,,,,168240(1),,,,
AIQ,SC,Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,"₹1,00,000*","₹76,000*",2*,"₹20,00,000*",1130,69193(1),110590(1),110590(1),168247(1),,89229(1),103497(1),103497(1),,,,
AIQ,ST,Goa,"Goa Med Coll, Panaji",BIOCHEMISTRY,"₹1,22,522*","₹80,000*",1*,"₹50,00,000*",1160,,,,,,101834(1),125884(1),147049(1),168290(1),,,
NBE Diploma,ST,Rajasthan,"Rajiv Gandhi Gen Hosp, Alwar",DFAM(NBEMS),"₹1,25,000","₹62,388",0,₹0,Info Not Available,,,168303(1),167418(1),,,,,,,,
AIQ,OBC,Uttarakhand,"Doon Med Coll, Dehradun",ANATOMY,"₹1,00,000*","₹71,257*",0*,₹0*,750,,,,,,108656(1),108656(1),168474(1),157057(1),,,
NBE Diploma,ST,Uttar Pradesh,"ShriShivPrasadDistHos,Varanasi",DO(NBEMS),"₹1,25,000","₹70,000",0*,₹0*,316,116530(1),120218(1),154563(1),168482(1),,,,,,,,
AIQ,GEN,Maharashtra,"Govt Med Coll, Akola",ANATOMY,"₹1,57,100*","₹93,559",1,"₹50,00,000",946,,,149395(1),168521(1),,,,,,,,
MNG,GEN,Karnataka,"Siddhartha Med Coll, Tumkur",SPM,"₹3,00,000*","₹35,000",0,₹0,960,,,168525(2),153579(1),,,,152563(2),,,,
AIQ,OBC,West Bengal,Murshidabad Med Coll,BIOCHEMISTRY,"₹12,000*","₹61,634",3*,"₹30,00,000*",1208,,,157057(1),165620(1),,109079(1),,166407(1),162844(1),168573(1),,
AIQ,OBC-PwD,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIATION ONCOLOGY,"₹35,000*","₹1,26,726",2*,"₹40,00,000*",1368,,,,,,,83246(1),168592(1),,,,
AIQ,EWS,Bihar,"Darbhanga, Lehriasarai",PHARMACOLOGY,"₹9,000*","₹82,000",2*,"₹25,00,000*",1030,,,100830(1),124054(1),168624(1),,,128061(1),,,,
MNG,GEN,Tamil Nadu,"ACS Med Coll, Chennai",FORENSIC MEDICINE,"₹6,00,000","₹47,000",0,₹0,1050,109223(1),,168654(2),,,114656(1),,159575(2),123413(1),166414(1),,
DU,GEN,Delhi,"Lady Hardinge, Delhi",PHARMACOLOGY,"₹16,200*","₹1,26,927*",1,"₹20,00,000",877,,51303(1),124062(2),168655(1),,,,,,,,
AIQ,SC,West Bengal,"NBMC, Darjeeling",SPM,"₹12,000*","₹61,634",3*,"₹30,00,000*",843,,,,,,,,,,168706(1),,
AIQ,EWS,Kerala,"TD Med Coll, Allepey",PHARMACOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,,,,,,,,168763(1),,,,
AIQ,ST,Telangana,"Gandhi Med Coll, Secunderabad",ANATOMY,"₹15,000*","₹67,032",1,"₹20,00,000",1200,,,,,,,,168785(1),,,,
AIQ,EWS,Madhya Pradesh,"Govt Med Coll, Shivpuri",MICROBIOLOGY,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",520,,,,,,,,168814(1),,,,
AIQ,GEN,Karnataka,"KIMS, Hubli",ANATOMY,"₹40,900*","₹56,250",1*,"₹50,00,000*",1200,,,119444(1),160107(1),,,,134238(1),168928(1),,,
AIQ,ST,West Bengal,"College of Med & SDH, Kolkata",SPM,"₹12,000*","₹61,634",3*,"₹30,00,000*",500,105154(1),108349(1),126339(1),167595(1),168998(1),,,,,,,
AIQ,SC,Maharashtra,"MGIMS, Wardha",MICROBIOLOGY,"₹1,57,100*","₹93,559",1,"₹50,00,000",1000,105752(1),,109650(1),169037(1),,,,,,,,
DU,GEN-PwD,Delhi,"MAMC, Delhi",PAEDIATRICS,"₹16,200*","₹1,26,927*",1,"₹20,00,000",2800,,,169137(1),,,,,,,,,
AIQ,OBC,Gujarat,"Govt Med Coll, Bhavnagar",ANATOMY,"₹30,000*","₹1,00,800",0*,₹0*,720,,,169180(1),,,,,,,,,
AIQ,GEN-PwD,Uttar Pradesh,"Govt Med Coll, Azamgarh",SPM,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",550,,,,,,,,169285(1),,,,
AIQ,GEN,Uttarakhand,"Govt Med Coll, Haldwani",ANATOMY,"₹1,00,000*","₹71,257*",0*,₹0*,600,,97486(1),137660(1),143772(1),,92437(2),90132(2),131579(2),169356(1),135461(1),,
AIQ,ST,Maharashtra,"SRTT, Ambajogai",SPM,"₹1,57,100*","₹93,559",1,"₹50,00,000",518,104403(1),108502(1),129766(1),169555(1),,102601(1),109530(1),121885(1),,,,
AIQ,ST,Andhra Pradesh,"Kurnool Med Coll, Kurnool",SPM,"₹30,000*","₹60,823",0*,₹0*,1150,,,130428(1),169596(1),,,,,,,,
DNB Post MBBS,SC,Bihar,"SriKrishna MedColl,Muzaffarpur",DNBFORENSIC MEDICINE,"₹1,25,000","₹82,000",2*,"₹25,00,000*",987,,,,,,86564(1),112688(1),126742(1),169684(1),129689(1),,
AIQ,EWS,West Bengal,Calcutta National Med Coll,PHARMACOLOGY,"₹12,000*","₹61,634",3*,"₹30,00,000*",1470,,,,,,102519(1),,169742(1),154655(1),,,
AIQ,GEN-PwD,Bihar,"AN Magadh, Gaya",ANAESTHESIOLOGY,"₹9,000*","₹82,000",2*,"₹25,00,000*",425,,,,,,,,169799(1),,,,
AIQ,OBC-PwD,Chandigarh,"GMC, Chandigarh",GENERAL SURGERY,"₹34,500*","₹1,09,926*",0,₹0,967,,,169930(1),,,,,,,,,
AIQ,ST,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MICROBIOLOGY,"₹30,000*","₹60,823",0*,₹0*,707,118979(1),,149774(1),170123(1),,,,,,,,
AIQ,EWS,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",PHYSIOLOGY,"₹24,000*","₹1,10,646*",2*,"₹40,00,000*",460,,,,,,,,170149(1),,,,
AIQ,GEN-PwD,Rajasthan,"RNT, Udaipur",ORTHOPAEDICS,"₹14,093*","₹87,216*",2,"₹1,00,00,000",2206,,,,,,,,170181(1),,,,
AIQ,OBC,Rajasthan,"RNT, Udaipur",PHYSIOLOGY,"₹14,093*","₹87,216*",2,"₹25,00,000",2206,101189(1),101189(1),130193(1),170188(1),,,,,,,,
AFMS,AFMS-Priority IV,Maharashtra,"AFMC, Pune",PHYSIOLOGY,"₹1,57,100*","₹93,559",5*,"₹59,00,000*",1082,,,,,,,,170247(2),,,,
MNG,GEN,Haryana,"MMIMS, Mullana, Ambala",FORENSIC MEDICINE,"₹7,30,000*","₹56,100",1*,"₹10,00,000*",940,,,165263(3),139531(2),144414(1),,,170309(3),157697(1),,,
AIQ,GEN-PwD,Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL MEDICINE,"₹30,000*","₹60,823",0*,₹0*,1150,93977(1),93977(1),80405(1),170331(1),,,,,,,,
AIQ,GEN-PwD,Rajasthan,"SNMC, Jodhpur",OBG,"₹14,093*","₹87,216*",2,"₹1,50,00,000",3101,,,170615(1),,,,,,,,,
AIQ,ST,Maharashtra,"Govt Med Coll, Nanded",SPM,"₹1,57,100*","₹93,559",1,"₹50,00,000",750,99735(1),112250(1),124506(1),159798(1),170665(1),,,,,,,
AIQ,GEN-PwD,Karnataka,"ESI, Bangalore",SPM,"₹2,50,000*","₹1,14,016*",2*,"₹10,00,000*",530,,,170700(1),,,,,,,,,
AIQ,SC-PwD,Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1*,"₹10,00,000*",1100,,,170703(1),,,,,,,,,
AIQ,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",ANATOMY,"₹1,57,100*","₹93,559",1,"₹50,00,000",1462,,,170793(1),157449(1),,,,,,,,
AIQ,OBC-PwD,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹15,000*","₹67,032",1,"₹20,00,000",4800,,,170817(1),,,129848(1),129848(1),,,,,
AIQ,GEN-PwD,Andhra Pradesh,"Govt Siddhartha, Vijaywada",PAEDIATRICS,"₹30,000*","₹60,823",0*,₹0*,707,103084(1),,170904(1),,,,,,,,,
MNG,GEN,Pondicherry,"MGMC & RI, Pondicherry",PHARMACOLOGY,"₹7,00,000*","₹40,000",0,₹0,1380,100112(1),100112(1),170923(4),131884(1),,,,163804(4),136816(1),,,
